"session_id","Total_requests","Total_Bytes","Total_GET_requests","Total_POST_requests","Total_3xx_responses","Total_4xx_responses","per_image_requests","per_css_request","per_js_requests","Depth_SD","Max_requests_per_page","Average_requests_per_page","Max_sequential_request","per_sequential_requests","Session_time","Browsing_speed","SD_request_time"
656v65u3buefq447rk141pj08c,43,54537,31,12,0.0,0.0,0.0,0.023255813953488372,0.11627906976744186,0.6196703532313594,13,2.6875,43,1.0,348.0,0.04597701149425287,17.547031755201896
q80o426gl01opbf2ve05c36c4u,66,71725,50,16,0.0,0.0,0.0,0.21212121212121213,0.07575757575757576,0.5663100482130533,16,3.8823529411764706,66,1.0,303.0,0.056105610561056105,10.760445626582786
j732r4nonn5d5q37e9u2g9hr11,72,77147,53,19,0.0,0.0,0.0,0.2222222222222222,0.06944444444444445,0.5527707983925667,19,4.0,72,1.0,265.0,0.06792452830188679,8.343038330263557
1afcff96kgdbmevi5aemi5mkuj,50,71497,34,16,0.0,0.0,0.0,0.02,0.1,0.6118823416311342,16,3.125,50,1.0,425.0,0.03764705882352941,16.169415573854238
mc9vvj20cc427d1vhl9aah593q,54,59887,37,17,0.0,0.0,0.0,0.018518518518518517,0.09259259259259259,0.6211299937499416,17,3.375,54,1.0,433.0,0.03695150115473441,13.756467490064905
a511chc13vi6tde0dr4780cr9n,51,68920,36,15,0.0,0.0,0.0,0.058823529411764705,0.09803921568627451,0.7414772706348641,15,3.1875,51,1.0,347.0,0.04610951008645533,13.290154999676155
iae9nd0n4lmdfntp4ib72dt4fh,49,51660,35,14,0.0,0.0,0.0,0.02040816326530612,0.10204081632653061,0.6149599662579331,15,3.2666666666666666,49,1.0,322.0,0.046583850931677016,10.933938924658545
icjl2m9q6satjga38pfqqnmjl8,46,43542,31,15,0.0,0.0,0.0,0.021739130434782608,0.10869565217391304,0.5917677212528782,15,3.066666666666667,46,1.0,204.0,0.07352941176470588,9.368430275254559
crv8slnnov42i8mci4ppsrou68,38,48304,27,11,0.0,0.0,0.0,0.02631578947368421,0.13157894736842105,0.6006690637112277,11,2.923076923076923,38,1.0,15.0,0.8666666666666667,0.6704073264661576
b5iup8c3aosskl3hm3tmuu4lhi,46,53327,33,13,0.0,0.0,0.0,0.021739130434782608,0.10869565217391304,0.5685520361140008,14,2.875,46,1.0,20.0,0.8,0.8760626817221688
g6qvdvs8dvcr93euju3r3u2clg,36,38202,28,8,0.0,0.0,0.0,0.2222222222222222,0.1388888888888889,0.517442666949921,8,2.4,36,1.0,74.0,0.20270270270270271,4.988567175967043
2ciamdo9317m8q3tm7b11t4p6e,23,23654,19,4,0.0,0.0,0.0,0.21739130434782608,0.21739130434782608,0.5360360002581719,5,1.9166666666666667,23,1.0,27.0,0.4444444444444444,3.9082095746511705
7nobos194e12uk0c7gi4e04c25,39,42857,31,8,0.0,0.0,0.0,0.23076923076923078,0.1282051282051282,0.6217618283580585,9,2.4375,39,1.0,61.0,0.26229508196721313,3.564748142970824
7onurvslijk8fm97iohvhcoq52,62,69643,44,18,0.0,0.0,0.0,0.06451612903225806,0.08064516129032258,0.5871056362322998,18,3.263157894736842,62,1.0,91.0,0.2087912087912088,2.9877045992052795
dplgo3sid3ccoh1p28kt7oal82,36,37310,26,10,0.0,0.0,0.0,0.05555555555555555,0.1388888888888889,0.5773502691896257,10,2.769230769230769,36,1.0,25.0,0.52,1.6636546857987826
t8f9bu34vogoj5kisdk61hp83n,54,57254,38,16,0.0,0.0,0.0,0.037037037037037035,0.09259259259259259,0.571679594090116,16,3.857142857142857,54,1.0,51.0,0.27450980392156865,1.715038782270348
lbpk1okd4btot9vqfjpsv2vl9n,43,52493,32,11,0.0,0.0,0.0,0.09302325581395349,0.11627906976744186,0.5929092457666029,12,2.6875,43,1.0,68.0,0.23529411764705882,3.397896463782117
heooocaj90nj4usab96vr0t8bo,64,71477,49,15,0.0,0.0,0.0,0.234375,0.078125,0.5640170514931264,15,4.266666666666667,64,1.0,114.0,0.13157894736842105,3.743614354804725
fsjvbae9a6rr1ka25ldsvbdtuu,54,70396,42,12,0.0,0.0,0.0,0.2222222222222222,0.09259259259259259,0.6679514369211643,12,3.6,54,1.0,192.0,0.078125,6.096953297030644
tgjeh5ae9h3v4vmds3oemkq48n,39,46177,27,12,0.0,0.0,0.0,0.07692307692307693,0.1282051282051282,0.5487419117700691,12,2.7857142857142856,39,1.0,181.0,0.07734806629834254,7.810207586089122
v23rfeffhu8tnkj029mv5angtg,41,50542,31,10,0.0,0.0,0.0,0.17073170731707318,0.12195121951219512,0.5508092580798154,10,2.7333333333333334,41,1.0,158.0,0.0949367088607595,6.520365752159868
rdrkop6n2o5qgtbpm4o4as05mu,37,42478,28,9,0.0,0.0,0.0,0.10810810810810811,0.13513513513513514,0.5525688729800236,10,2.466666666666667,37,1.0,96.0,0.15625,4.623438871425534
s22ulplav9a7svordh7cc4olt7,68,72458,52,16,0.0,0.0,0.0,0.23529411764705882,0.07352941176470588,0.5034483167242263,16,5.230769230769231,68,1.0,216.0,0.06018518518518518,5.153357490569186
qe370ks533bvqh8n9ra33968bn,64,78755,50,14,0.0,0.0,0.0,0.234375,0.078125,0.5743117484215345,15,3.764705882352941,64,1.0,196.0,0.08673469387755102,5.4825718189550425
tr5fbeta11pirki760fvndcfmb,55,64939,40,15,0.0,0.0,0.0,0.07272727272727272,0.09090909090909091,0.5789703028396603,16,3.235294117647059,55,1.0,211.0,0.08056872037914692,6.035542112771753
b29vltsdmop45jv4bjp64gc73o,50,53273,37,13,0.0,0.0,0.0,0.22,0.1,0.5291502622129182,13,2.9411764705882355,50,1.0,209.0,0.08133971291866028,7.106869915792746
smjle8311adgengdcgqfh70ua0,46,55383,34,12,0.0,0.0,0.0,0.15217391304347827,0.10869565217391304,0.5685520361140008,12,2.875,46,1.0,165.0,0.09696969696969697,6.19809257810863
aukl3llmaggljgm2dv21pgl802,80,89902,62,18,0.0,0.0,0.0,0.2375,0.0625,0.5721396245672904,19,3.8095238095238093,80,1.0,316.0,0.06645569620253164,7.372075691418259
sq6gghu3613fgq6t6h9bcr80ie,47,50932,34,13,0.0,0.0,0.0,0.0425531914893617,0.10638297872340426,0.5424488844247645,14,3.357142857142857,47,1.0,195.0,0.07179487179487179,6.506882521212592
l281lufhl0p948rr5o7mq7rhoi,45,50733,34,11,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.49888765156985887,11,3.2142857142857144,45,1.0,118.0,0.11864406779661017,4.132735918594304
7viehtkjnmi6q1dque68cpudao,48,47669,37,11,0.0,0.0,0.0,0.22916666666666666,0.10416666666666667,0.5098849271050174,11,3.4285714285714284,48,1.0,219.0,0.0639269406392694,7.957978831545943
m1e1mgb7hbmqovglk2rp4f7en9,49,57488,38,11,0.0,0.0,0.0,0.22448979591836735,0.10204081632653061,0.5801089960633427,11,3.0625,49,1.0,162.0,0.09876543209876543,6.121904737715159
ntq39vmdijl66047lvvr8qeuh8,44,46102,34,10,0.0,0.0,0.0,0.22727272727272727,0.11363636363636363,0.5197543920922397,10,3.142857142857143,44,1.0,123.0,0.11382113821138211,5.3579997346980885
h9gaeo351pqnmpu055ot9s5mtd,44,52578,34,10,0.0,0.0,0.0,0.18181818181818182,0.11363636363636363,0.5339700056577605,11,2.75,44,1.0,94.0,0.1702127659574468,4.34631980735065
f9gd6pgmkcgvpb3lfnmr1rp86k,67,78101,52,15,0.0,0.0,0.0,0.23880597014925373,0.07462686567164178,0.5443158963824021,16,3.9411764705882355,67,1.0,88.0,0.19318181818181818,2.7977013764441745
1u41k0lehrsbt97q0pe4knpa6c,56,69553,41,15,0.0,0.0,0.0,0.08928571428571429,0.08928571428571429,0.5318311647084082,16,4.0,56,1.0,43.0,0.32558139534883723,1.7216175059329217
f76c77gidobkhj3onqhf4s3n4d,41,42669,30,11,0.0,0.0,0.0,0.04878048780487805,0.12195121951219512,0.5678266696011129,12,2.9285714285714284,41,1.0,33.0,0.42424242424242425,1.8638998219066147
0ogg5l1i4nh37ek8mjpn8q9fc0,33,38102,24,9,0.0,0.0,0.0,0.06060606060606061,0.15151515151515152,0.48104569292083466,9,2.75,33,1.0,25.0,0.48,1.5181787939242846
9cuovso04bhmsmeovv59e513qh,68,104246,53,15,0.0,0.0,0.0,0.23529411764705882,0.07352941176470588,0.5672735741760562,16,3.5789473684210527,68,1.0,111.0,0.17117117117117117,4.104890955651011
sd8qtd5qblkhbiq3el51h7p58q,61,66626,46,15,0.0,0.0,0.0,0.22950819672131148,0.08196721311475409,0.5486295255961151,15,3.388888888888889,61,1.0,186.0,0.0967741935483871,5.9462792595921385
0pcr6mashfodserb90cq3p04uf,60,63856,45,15,0.0,0.0,0.0,0.15,0.08333333333333333,0.566421515598881,16,3.75,60,1.0,280.0,0.05714285714285714,8.651910514768144
3qfgfasvf42im2b2pba7hlhvdq,42,40579,31,11,0.0,0.0,0.0,0.21428571428571427,0.11904761904761904,0.5450249115361714,11,2.8,42,1.0,178.0,0.08426966292134831,7.561838790644219
eoj0v25cg7p78ojpr26s9tea94,64,76729,47,17,0.0,0.0,0.0,0.140625,0.078125,0.6179287479151622,17,3.764705882352941,64,1.0,216.0,0.0787037037037037,5.721396245672904
os9be9s5er1ud8569gm26htp0j,51,63519,40,11,0.0,0.0,0.0,0.23529411764705882,0.09803921568627451,0.5947353289452196,12,3.1875,51,1.0,158.0,0.10126582278481013,6.1077093744204705
uk2rt8k37hf4v8sogabdk01tua,57,71964,44,13,0.0,0.0,0.0,0.22807017543859648,0.08771929824561403,0.5754813848019904,13,3.3529411764705883,57,1.0,235.0,0.07234042553191489,6.9207802405651035
vllcsfvm4m4b6559eckqpg3mvq,53,57877,38,15,0.0,0.0,0.0,0.20754716981132076,0.09433962264150944,0.5628842977425019,15,3.1176470588235294,53,1.0,245.0,0.06938775510204082,8.255875929424482
tes9ba915l9f7e3i12vdgj7bte,50,62932,38,12,0.0,0.0,0.0,0.22,0.1,0.5546169849544819,12,3.125,50,1.0,209.0,0.07655502392344497,7.089964738981429
77ac9gmq9m61tv68pqdpg1holt,50,64125,37,13,0.0,0.0,0.0,0.12,0.1,0.5758472019555188,13,2.9411764705882355,50,1.0,168.0,0.10119047619047619,5.548909802835148
jfmilo33fin84baeh3k6bcnh3v,62,68103,46,16,0.0,0.0,0.0,0.22580645161290322,0.08064516129032258,0.4643929048028376,16,4.133333333333334,62,1.0,181.0,0.08287292817679558,5.042715560977855
6gftqgk6qqkipsecbrvk0mtr5h,52,60172,37,15,0.0,0.0,0.0,0.1346153846153846,0.09615384615384616,0.5503495392790071,15,3.7142857142857144,52,1.0,177.0,0.07909604519774012,5.446451263065405
84q2klr0foifmc69684fjvafqa,63,65487,47,16,0.0,0.0,0.0,0.1746031746031746,0.07936507936507936,0.5678902799999465,16,3.5,63,1.0,202.0,0.0891089108910891,5.541069549380408
scep2a1a2l1tjoc5dqlche5mqq,43,47525,32,11,0.0,0.0,0.0,0.09302325581395349,0.11627906976744186,0.5513148647037068,12,3.0714285714285716,43,1.0,121.0,0.11570247933884298,4.18333245349223
qg5jilensjo45f7koo4cvrouqn,73,90906,56,17,0.0,0.0,0.0,0.2328767123287671,0.0684931506849315,0.6181103656262179,17,3.65,73,1.0,163.0,0.12269938650306748,4.402740578462295
kd4h7t2e50hpl0uv1pdbcsoe4n,48,52350,36,12,0.0,0.0,0.0,0.125,0.10416666666666667,0.6291528696058958,13,3.2,48,1.0,196.0,0.07653061224489796,7.26817644866227
sjr20ddno9sftolk2ofmqoskmf,49,54640,35,14,0.0,0.0,0.0,0.061224489795918366,0.10204081632653061,0.5808265090105187,14,2.8823529411764706,49,1.0,268.0,0.06343283582089553,10.020595201712558
5hv5h86d5hnph965gtsjskmtu0,43,47024,34,9,0.0,0.0,0.0,0.23255813953488372,0.11627906976744186,0.5210548023815832,10,3.0714285714285716,43,1.0,150.0,0.09333333333333334,6.858612284288853
2s8fa1s8oe1rqsf0ddm7m9q7da,58,73687,40,18,0.0,0.0,0.0,0.034482758620689655,0.08620689655172414,0.619731060538325,18,3.2222222222222223,58,1.0,233.0,0.07725321888412018,6.936886361330413
qb9nte3m02m5iennt4e7mg7caf,70,80399,53,17,0.0,0.0,0.0,0.22857142857142856,0.07142857142857142,0.550324579550235,17,3.6842105263157894,70,1.0,282.0,0.0673758865248227,6.888855240938965
0ht0u328t4mkgi01sp7mm07e01,39,45645,28,11,0.0,0.0,0.0,0.05128205128205128,0.1282051282051282,0.5629358564128244,11,2.6,39,1.0,142.0,0.1056338028169014,6.358870966901397
r4qbc8d0f23m1oi2jeplnl7k3q,39,47957,30,9,0.0,0.0,0.0,0.15384615384615385,0.1282051282051282,0.6476579969392353,10,2.6,39,1.0,103.0,0.14563106796116504,5.322844716045867
dne20ji4gjh7i5k19nueps0biu,76,83744,58,18,0.0,0.0,0.0,0.23684210526315788,0.06578947368421052,0.5456958250875716,18,4.222222222222222,76,1.0,102.0,0.17647058823529413,2.8770993780237992
u89p7qigo3rvvgm0vgs06hk8sc,51,56127,38,13,0.0,0.0,0.0,0.11764705882352941,0.09803921568627451,0.5455069703232768,14,3.1875,51,1.0,53.0,0.3018867924528302,2.3511431038233086
0sejj3er3n0v1sfjv2jbnhaav4,45,43805,34,11,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.5144816401240101,11,3.2142857142857144,45,1.0,89.0,0.15730337078651685,4.7911440938877075
ggik7ranc9tpounf2576ulu1pf,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
5nbijh1gp9uis7ai7bt3rp6h0n,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
c9ig849lkl7b7cnikpc1b8vdi7,24,25073,19,5,0.0,0.0,0.0,0.20833333333333334,0.20833333333333334,0.5253966755382705,5,2.0,24,1.0,35.0,0.34285714285714286,3.278454496998378
35siqb4j2kkkqj9sl59b1mb3mc,31,36088,25,6,0.0,0.0,0.0,0.22580645161290322,0.16129032258064516,0.5339659792660274,7,2.2142857142857144,31,1.0,51.0,0.27450980392156865,3.890006941670349
1gkkisdcfhov1vv3n5ae0eotg9,31,36293,25,6,0.0,0.0,0.0,0.22580645161290322,0.16129032258064516,0.4892177705839709,7,2.2142857142857144,31,1.0,28.0,0.5,2.2626681182903456
0o21mf1bnalsnajqi851nce7po,15,17905,13,2,0.0,0.0,0.0,0.2,0.3333333333333333,0.4,3,1.5,15,1.0,7.0,1.4285714285714286,1.0873004286866725
jij3srivs9gtodv0tcv3rim8dt,43,44489,34,9,0.0,0.0,0.0,0.23255813953488372,0.11627906976744186,0.5394145816159629,10,2.5294117647058822,43,1.0,219.0,0.0776255707762557,11.683448745163156
edf3nbd2agsd9js7ursttbmnls,32,34020,25,7,0.0,0.0,0.0,0.21875,0.15625,0.5266343608235224,7,2.2857142857142856,32,1.0,152.0,0.09210526315789473,11.903255857117413
t8r8i1gfvjj6vtbe2q8nala94c,7,8744,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
